Chr	Gene_l	Gene_r	Gene_type	Gene	Strand	Gene_length	Counts	RPKM	TPM
chr7	24970010	24970075	miRNA	Mir7046	-	66	3	0.23	0.5237006068107226
chr7	24978165	25006077	protein_coding	Atp1a3	-	4096	128	0.16	0.3600441671823718
chr7	24987604	24987667	miRNA	Mir7047	-	64	2	0.16	0.3600441671823718
chr7	25009849	25075694	protein_coding	Grik5	-	11261	6089	2.70	6.229809598361672
chr7	25075674	25083492	protein_coding	Zfp574	+	6933	3958	2.85	6.577492288857707
chr7	25087350	25180797	protein_coding	Pou2f2	-	10760	53	0.02	0.056750456091199115
chr7	25097066	25097175	miRNA	Mir6537	-	110	0	0.00	0.0
chr7	25152457	25156630	lncRNA	D930028M14Rik	+	1074	14	0.07	0.150186021320021
chr7	25199912	25220614	protein_coding	Dedd2	-	8468	3017	1.78	4.104877666090565
chr7	25217668	25217725	miRNA	Mir7048	-	58	1	0.09	0.1986450577557913
chr7	25219849	25227876	protein_coding	Zfp526	+	4249	3200	3.76	8.676988166503852
chr7	25228258	25237851	protein_coding	Gsk3a	-	2260	13261	29.31	67.60418691689108
chr7	25228723	25230264	lncRNA	9130221H12Rik	+	1542	768	2.49	5.738291473848229
chr7	25242560	25251104	protein_coding	Erf	-	4687	11224	11.96	27.590429579380864
chr7	25267658	25294159	protein_coding	Cic	+	10561	36548	17.28	39.87166131141013
chr7	25268333	25270837	lncRNA	Gm45974	-	330	14	0.21	0.4887872330233411
chr7	25295048	25297986	protein_coding	Pafah1b3	-	1274	9296	36.44	84.06833477242897
chr7	25301359	25304140	protein_coding	Prr19	+	1820	13	0.04	0.08229580964168497
chr7	25305500	25316196	protein_coding	Tmem145	+	3464	18	0.03	0.0598687760672766
chr7	25316738	25365917	protein_coding	Megf8	+	10466	44691	21.33	49.19773399746952
chr7	25367616	25369724	protein_coding	Cnfn	-	723	44	0.30	0.7011648511656701
chr7	25376819	25566417	lncRNA	4732471J01Rik	+	4328	426	0.49	1.1340392992213706
chr7	25379527	25398486	protein_coding	Lipe	-	4444	1236	1.39	3.2044254951388766
chr7	25400053	25412886	protein_coding	Cxcl17	-	760	41	0.27	0.6215499307148313
chr7	25461702	25477647	protein_coding	Ceacam1	-	3758	52	0.07	0.15942349499506828
chr7	25483186	25486841	lncRNA	Gm38967	-	1348	1	0.00	0.008547042544388648
chr7	25516042	25540004	protein_coding	Ceacam2	-	3827	31	0.04	0.09332736186174885
chr7	25576553	25577831	lncRNA	Gm29918	-	693	1	0.01	0.016625416089229288
chr7	25600662	25602263	lncRNA	LOC115486506	-	895	34	0.19	0.43768497641834697
chr7	25614620	25615853	protein_coding	Erich4	-	872	1	0.01	0.01321262998834392
chr7	25618668	25619661	lncRNA	Gm38969	-	545	4	0.04	0.08456083192540109
chr7	25619414	25625550	protein_coding	Dmac2	+	2436	1203	2.47	5.6897620114337375
chr7	25627600	25629492	protein_coding	B3gnt8	+	1893	14	0.04	0.08520855092324489
chr7	25629852	25658782	protein_coding	Bckdha	-	2132	5974	13.99	32.28373515568464
chr7	25659153	25668032	protein_coding	Exosc5	+	1110	5161	23.22	53.569382250903665
chr7	25669139	25679623	protein_coding	Tmem91	-	4115	71	0.09	0.19878987796800696
chr7	25680780	25686562	protein_coding	B9d2	+	1224	2525	10.30	23.76762149373827
chr7	25687002	25705077	protein_coding	Tgfb1	+	2175	12111	27.81	64.15440785281037
chr7	25711112	25719035	protein_coding	Ccdc97	-	3313	7525	11.34	26.169222896925785
chr7	25721161	25756268	protein_coding	Hnrnpul1	-	4069	44643	54.79	126.40709171214647
chr7	25756500	25788924	protein_coding	Axl	-	5275	59650	56.48	130.28479740620116
chr7	25802469	25816525	protein_coding	Cyp2s1	-	2623	49	0.09	0.21523036757222988
chr7	25838050	25839958	lncRNA	Gm46015	+	1495	11	0.04	0.08477294103558185
chr7	25888657	25892414	lncRNA	LOC115486485	-	1234	0	0.00	0.0
chr7	25897658	25926624	protein_coding	Cyp2b10	+	1878	0	0.00	0.0
chr7	26055407	26056162	lncRNA	LOC115486507	+	310	0	0.00	0.0
chr7	26061388	26096197	protein_coding	Cyp2b13	+	2153	5	0.01	0.026756649674491168
chr7	26173350	26210661	protein_coding	Cyp2b9	+	2082	1	0.00	0.005533820052754994
chr7	26266831	26267775	protein_coding	Vmn1r184	+	945	0	0.00	0.0
chr7	26304421	26307212	lncRNA	Gm42375	-	1113	0	0.00	0.0
chr7	26307192	26315088	protein_coding	Cyp2a4	+	1715	1	0.00	0.006718025276872244
chr7	26364691	26403700	protein_coding	Nlrp9c	-	3309	0	0.00	0.0
chr7	26435113	26476142	protein_coding	Nlrp4a	+	4542	2	0.00	0.005073277564877101
chr7	26535023	26574148	protein_coding	Nlrp9a	+	3336	0	0.00	0.0
chr7	26611119	26612078	protein_coding	Vmn1r185	-	960	0	0.00	0.0
chr7	26665227	26686430	protein_coding	Cyp2b23	-	2182	2	0.00	0.010560415536054902
chr7	26756784	26781639	lncRNA	LOC115486451	-	1863	0	0.00	0.0
chr7	26757142	26772630	protein_coding	Cyp2b19	+	2740	3	0.01	0.012614686149455361
chr7	26808136	26832445	lncRNA	LOC115486452	-	1700	1	0.00	0.006777301970491703
chr7	26808927	26821197	protein_coding	Cyp2g1	+	1853	3	0.01	0.018653124689426707
chr7	26835339	26843264	protein_coding	Cyp2a5	+	1715	0	0.00	0.0
chr7	26931631	26939413	protein_coding	Cyp2a22	-	2343	2	0.00	0.009834753179544086
chr7	27029090	27036818	protein_coding	Cyp2a12	+	1667	0	0.00	0.0
chr7	27032430	27035451	lncRNA	LOC115486454	-	1292	0	0.00	0.0
chr7	27119955	27133660	protein_coding	Cyp2f2	+	1820	5	0.01	0.03165223447757115
chr7	27153714	27158564	protein_coding	Cyp2t4	+	1512	69	0.23	0.5257787838218762
chr7	27158658	27166802	protein_coding	Egln2	-	2337	10305	22.02	50.803664771099236
chr7	27168433	27178883	protein_coding	Rab4b	-	1170	3754	16.02	36.96699633784954
chr7	27176006	27176093	miRNA	Mir3101	-	88	30	1.70	3.9277545510804193
chr7	27179741	27181149	protein_coding	Mia	-	567	18	0.16	0.36575915396304437
chr7	27187006	27196271	protein_coding	Snrpa	-	1570	12908	41.06	94.72509778323679
chr7	27195781	27210184	protein_coding	BC024978	+	8545	1531	0.89	2.0642813152251325
chr7	27205536	27205655	miRNA	Mir1191	+	120	0	0.00	0.0
chr7	27207170	27228617	protein_coding	Itpkc	-	3238	1049	1.62	3.7325394082698753
chr7	27228676	27257949	protein_coding	Coq8b	+	6321	2090	1.65	3.8094848759938342
chr7	27258438	27282150	protein_coding	Numbl	+	4959	4264	4.29	9.90669621369233
chr7	27305140	27339720	protein_coding	Ltbp4	-	6102	609	0.50	1.1498755703130221
chr7	27329810	27336812	lncRNA	Gm30543	+	303	1	0.02	0.03802446650110857
chr7	27342128	27356015	protein_coding	Shkbp1	-	2448	3565	7.27	16.7785288366687
chr7	27356383	27447704	protein_coding	Sptbn4	-	9273	143	0.08	0.17767304098204825
chr7	27447978	27465981	protein_coding	Blvrb	+	998	4865	24.35	56.16400395486137
chr7	27473840	27477364	protein_coding	Sertad3	+	1257	1454	5.78	13.327076380796655
chr7	27480521	27486960	lncRNA	Gm38972	-	1696	62	0.18	0.42118374274164244
chr7	27486953	27490316	protein_coding	Sertad1	+	1296	4691	18.08	41.702893537098916
chr7	27499305	27520041	protein_coding	Prx	+	5279	1603	1.52	3.498546239777788
chr7	27502719	27507959	lncRNA	Gm15541	-	4508	861	0.95	2.200518388245055
chr7	27523261	27531180	protein_coding	Hipk4	+	2712	225	0.41	0.9558694703956773
chr7	27531367	27553229	protein_coding	Pld3	-	3039	11504	18.91	43.6138003213268
chr7	27553243	27582099	protein_coding	2310022A10Rik	+	2814	4933	8.76	20.19727507275781
chr7	27556544	27559503	protein_coding	Gm45975	+	2960	2	0.00	0.007784738749889121
chr7	27591552	27640826	protein_coding	Akt2	+	7105	23034	16.19	37.351757227321606
chr7	27649195	27654232	lncRNA	Gm38973	-	2177	46	0.11	0.24344741115868226
chr7	27653924	27656207	protein_coding	Ttc9b	+	904	3	0.02	0.0382347788158271
chr7	27656375	27674630	protein_coding	Map3k10	-	5548	6625	5.96	13.75799629464002
chr7	27674661	27706484	protein_coding	Zfp607b	+	8177	1336	0.82	1.882427324860066
chr7	27731409	27751689	protein_coding	Zfp60	+	4057	4296	5.29	12.200145859229728
chr7	27765673	27770972	lncRNA	Gm10046	+	632	12	0.09	0.2187610129715677
chr7	27804731	27822923	protein_coding	Zfp626	+	6143	2747	2.23	5.152095469965686
chr7	27836046	27856793	protein_coding	Zfp59	+	7630	1654	1.08	2.4975645715109533
chr7	27860494	27903063	protein_coding	Zfp607a	+	4057	921	1.13	2.6155340633963178
chr7	27905414	27929699	protein_coding	Zfp974	-	7629	2057	1.35	3.1065077022692935
chr7	27926408	27928474	lncRNA	Gm26891	+	1810	60	0.17	0.3819253044144496
chr7	27959135	27979336	protein_coding	Zfp780b	-	9144	2096	1.14	2.640953891213478
chr7	27984471	28014210	protein_coding	Zfp850	-	6968	1713	1.23	2.832402564332505
chr7	28041702	28050092	protein_coding	Psmc4	-	1436	21625	75.21	173.50317805724325
chr7	28071236	28120864	protein_coding	Fcgbp	+	7930	6	0.00	0.00871733670857697
chr7	28123254	28123359	snRNA	LOC115486571	+	106	0	0.00	0.0
chr7	28129466	28164811	protein_coding	9530053A07Rik	+	7922	522	0.33	0.7591741692267531
chr7	28146095	28148502	lncRNA	Gm38976	-	264	0	0.00	0.0
chr7	28167273	28168862	lncRNA	Gm31024	-	1408	74	0.26	0.605528826624898
chr7	28168893	28179269	protein_coding	Fbl	+	1456	17994	61.72	142.3875767973538
chr7	28179447	28197910	protein_coding	Dyrk1b	+	13628	5218	1.91	4.411412889598159
chr7	28267881	28269168	protein_coding	Eid2	+	1288	142	0.55	1.2702179314260074
chr7	28277706	28280129	protein_coding	Eid2b	+	2424	935	1.93	4.444109522317064
chr7	28284652	28291186	protein_coding	Selenov	-	1267	2	0.01	0.018186919257830933
chr7	28293555	28301785	protein_coding	Dll3	-	2163	17	0.04	0.0905520235539576
chr7	28305516	28312046	protein_coding	Timm50	-	1760	10413	29.55	68.16618023400068
chr7	28309840	28312773	lncRNA	LOC115486455	+	1669	78	0.23	0.5384483171283403
chr7	28314891	28338804	protein_coding	Supt5	-	3601	31520	43.72	100.84836122933284
chr7	28350689	28352698	protein_coding	Rps16	+	615	118983	966.24	2229.028170087032
chr7	28351540	28351633	snoRNA	AF357399	+	94	76	4.04	9.315185261569448
chr7	28359603	28372681	protein_coding	Plekhg2	-	5607	3282	2.92	6.743941254532089
chr7	28372999	28373093	tRNA	n-TIaat16	+	74	6	0.40	0.9341686499866944
chr7	28376784	28379228	protein_coding	Zfp36	-	1765	1494	4.23	9.752403141447497
chr7	28385247	28392690	protein_coding	Med29	-	2162	3108	7.18	16.562697822058265
chr7	28392996	28399383	protein_coding	Paf1	+	1953	7506	19.19	44.28045499430018
chr7	28399522	28436191	protein_coding	Samd4b	-	4391	17583	20.00	46.13550693012174
chr7	28437447	28448211	protein_coding	Gmfg	+	2454	20	0.04	0.09389904930591603
chr7	28451893	28468242	protein_coding	Lrfn1	+	3654	369	0.50	1.1634924811410636
chr7	28496941	28497492	transcribed_pseudogene	1700028B04Rik	+	552	9	0.08	0.18784913070384615
chr7	28508784	28510532	protein_coding	Ifnl2	-	739	0	0.00	0.0
chr7	28522833	28524401	protein_coding	Ifnl3	+	764	1	0.01	0.015080383965753792
chr7	28540885	28542210	protein_coding	Sycn	+	557	0	0.00	0.0
chr7	28543592	28547748	protein_coding	Nccrp1	-	1685	2	0.01	0.013675268071021837
chr7	28548020	28550183	lncRNA	Gm38977	+	517	0	0.00	0.0
chr7	28558819	28598184	protein_coding	Pak4	-	3186	8410	13.18	30.412770330232227
chr7	28560925	28560984	miRNA	Mir7049	-	60	4	0.33	0.7680942233223932
chr7	28607322	28631332	protein_coding	Acp7	-	2747	10	0.02	0.04194180323930068
chr7	28692780	28699338	protein_coding	Fbxo27	+	2906	5	0.01	0.019823491654913795
chr7	28716749	28738145	protein_coding	Fbxo17	+	2014	2084	5.17	11.921859692680242
chr7	28739641	28741821	protein_coding	Mrps12	-	1041	6990	33.54	77.36280433751482
chr7	28741957	28753879	protein_coding	Sars2	+	2023	1944	4.80	11.071491622383085
chr7	28755319	28758965	protein_coding	Ccer2	+	1653	6	0.02	0.04182001215911396
chr7	28758251	28766644	protein_coding	Nfkbib	-	2125	3570	8.39	19.35597442772431
chr7	28766752	28788665	protein_coding	Sirt2	+	1863	11287	30.26	69.80257245281685
chr7	28774899	28781514	lncRNA	Gm19897	-	1619	54	0.17	0.38428432420700337
chr7	28788869	28798965	protein_coding	Rinl	+	3021	104	0.17	0.3966325681505903
chr7	28793988	28794060	tRNA	n-TKctt24	-	73	3	0.21	0.4734827404042149
chr7	28808546	28822268	protein_coding	Hnrnpl	+	3913	71104	90.75	209.35818421332263
chr7	28825338	28832239	protein_coding	Ech1	+	1138	12536	55.02	126.91778361471249
chr7	28833122	28841710	protein_coding	Lgals4	+	2118	240	0.57	1.3055425892165322
chr7	28863796	28866285	protein_coding	Lgals7	+	759	22	0.14	0.33395401014017095
chr7	28870545	28876334	lncRNA	Gm10648	-	357	0	0.00	0.0
chr7	28881465	28893585	protein_coding	Capn12	+	3019	7	0.01	0.026714108462686743
chr7	28886863	28888952	lncRNA	LOC115486456	-	1853	1	0.00	0.006217708229808903
chr7	28893248	28962351	protein_coding	Actn4	-	4040	71328	88.18	203.41568599433043
chr7	28927470	28932124	lncRNA	Gm38978	+	4562	24	0.03	0.060612433230175705
chr7	28942968	28954070	lncRNA	LOC115486457	+	10628	210	0.10	0.22765306769528965
chr7	28971372	28981890	protein_coding	Eif3k	-	1226	23130	94.22	217.3656531661536
chr7	28982050	29003279	protein_coding	Map4k1	+	3503	1610	2.30	5.295311302665086
chr7	29003340	29125179	protein_coding	Ryr1	-	15779	86	0.03	0.06279495203028627
chr7	29029575	29030065	lncRNA	Gm38979	+	379	0	0.00	0.0
chr7	29071387	29079859	lncRNA	Gm26604	+	2297	1	0.00	0.005015852568496255
chr7	29083636	29083694	miRNA	Mir1963	-	59	0	0.00	0.0
chr7	29134607	29153961	protein_coding	Rasgrp4	+	8178	46	0.03	0.06480618905508087
chr7	29152510	29157104	protein_coding	Fam98c	-	2358	342	0.72	1.6710446843273439
chr7	29157783	29170070	protein_coding	Spred3	-	7079	5387	3.80	8.767601880995334
chr7	29168391	29173938	protein_coding	Ggn	+	2823	419	0.74	1.7100503696710025
chr7	29174187	29180673	protein_coding	Psmd8	-	1513	22251	73.45	169.44016420832685
chr7	29181532	29215589	protein_coding	Catsperg1	-	6746	6	0.00	0.010247328802107231
chr7	29221928	29232522	protein_coding	Kcnk6	-	4089	14	0.02	0.03944724551178835
chr7	29237594	29247532	protein_coding	Yif1b	+	1880	8713	23.15	53.39684814740435
chr7	29247521	29248467	protein_coding	2200002D01Rik	-	507	3617	35.63	82.19517176796143
chr7	29256330	29282059	protein_coding	Spint2	-	2212	31	0.07	0.1614664619552047
chr7	29283720	29288299	lncRNA	Gm45977	-	640	1	0.01	0.018002208359118588
chr7	29289320	29293390	protein_coding	Ppp1r14a	+	531	17	0.16	0.3688588078101888
chr7	29303952	29317592	protein_coding	Dpf1	+	3958	2176	2.75	6.334157516231155
chr7	29320372	29519161	protein_coding	Sipa1l3	-	10104	9478	4.68	10.807596568660395
chr7	29519253	29537864	misc_RNA	4932431P20Rik	+	9409	34	0.02	0.04163333551859076
chr7	29553467	29555628	lncRNA	Gm38982	-	281	1	0.02	0.041001470995857284
chr7	29556573	29577843	misc_RNA	4930432E11Rik	+	6770	17	0.01	0.028931170893236373
chr7	29619477	29622580	protein_coding	Gm45978	+	1934	2020	5.22	12.033740934161589
chr7	29697217	29727049	protein_coding	Catsperg2	-	4280	210	0.25	0.5653029914639108
chr7	29737318	29737424	snRNA	LOC115486822	-	107	9	0.42	0.9690908425095613
chr7	29759567	29768253	lncRNA	Gm38983	-	8034	1257	0.78	1.8026408489847803
chr7	29768552	29781419	protein_coding	Zfp84	+	5711	2944	2.57	5.939247224989823
chr7	29773294	29773376	miRNA	Mir1964	+	83	1	0.06	0.13881220903416744
chr7	29783968	29794703	protein_coding	Zfp30	+	3633	1484	2.04	4.706242061975357
chr7	29798231	29800092	misc_RNA	Gm6579	-	1642	2588	7.87	18.159206911921622
chr7	29811437	29832042	protein_coding	Zfp790	+	12069	2600	1.08	2.482034527265998
chr7	29832361	29853695	protein_coding	Zfp940	-	6474	1482	1.14	2.6374319716491814
chr7	29859967	29877302	protein_coding	Zfp420	+	3919	967	1.23	2.842869790582116
chr7	29893331	29906569	protein_coding	Zfp27	-	4221	3114	3.68	8.499806010753135
chr7	29906509	29906567	miRNA	Mir7668	+	59	0	0.00	0.0
chr7	29908280	29916813	protein_coding	Zfp383	+	3012	1838	3.05	7.030663259295611
chr7	29932661	29954148	protein_coding	Zfp74	-	4179	2306	2.76	6.357592530443068
chr7	29952053	29963473	lncRNA	C230062I16Rik	+	2831	97	0.17	0.39476407450868317
chr7	29970602	29983521	lncRNA	Gm31735	-	1412	63	0.22	0.5140573945040096
chr7	29983955	30028282	protein_coding	Zfp568	+	7299	3713	2.54	5.8609409190218775
chr7	30036357	30051396	protein_coding	Zfp14	-	3716	338	0.45	1.0479649387095085
chr7	30056034	30072823	protein_coding	Zfp82	-	3396	918	1.35	3.1144456581711877
chr7	30077337	30090510	protein_coding	Zfp566	-	1692	832	2.46	5.665375831597793
chr7	30094782	30107622	protein_coding	Zfp260	+	3852	9030	11.71	27.00892070327574
chr7	30121833	30140758	protein_coding	Zfp382	+	8062	6332	3.92	9.049068386400508
chr7	30160487	30169775	protein_coding	Zfp146	-	2906	9212	15.83	36.52280102501317
chr7	30169875	30182324	lncRNA	Gm5113	+	5117	1345	1.31	3.0283957310004457
chr7	30184171	30186030	protein_coding	Cox7a1	+	366	25	0.34	0.7869817861909767
chr7	30186934	30198883	protein_coding	Capns1	-	2339	41746	89.14	205.63186049690012
chr7	30224129	30232197	protein_coding	Tbcb	-	1377	9966	36.15	83.38591535545719
chr7	30232074	30233387	protein_coding	Polr2i	+	690	2282	16.52	38.104152556993505
chr7	30233297	30237575	protein_coding	Ovol3	-	2475	13	0.03	0.060516514564794614
chr7	30240138	30281908	protein_coding	Wdr62	-	6590	4988	3.78	8.720608465702801
chr7	30280094	30290237	lncRNA	LOC108167416	+	1184	4	0.02	0.038923693749445605
chr7	30291695	30308367	protein_coding	Clip3	+	3358	15420	22.93	52.906549688644894
chr7	30308753	30314303	protein_coding	Alkbh6	+	945	2457	12.99	29.955674709573334
chr7	30314816	30319045	protein_coding	Syne4	+	1354	99	0.37	0.842407623067765
chr7	30321409	30322375	protein_coding	Sdhaf1	-	967	2077	10.73	24.746613782429325
chr7	30346597	30353946	lncRNA	4930479H17Rik	-	1822	4	0.01	0.025293991986467396
chr7	30355514	30362772	protein_coding	Lrfn3	-	2861	10	0.02	0.04027058143948234
chr7	30356732	30356924	snRNA	LOC115486693	-	193	0	0.00	0.0
chr7	30392399	30398644	lncRNA	Gm42376	-	374	0	0.00	0.0
chr7	30410916	30413719	lncRNA	Gm32029	-	1332	6	0.02	0.05189825833259413
chr7	30413782	30417582	protein_coding	Tyrobp	+	575	1	0.01	0.020037240608410258
chr7	30417712	30419854	protein_coding	Hcst	-	442	1	0.01	0.02606654604035271
chr7	30421731	30428749	protein_coding	Nfkbid	+	2857	16	0.03	0.06452314091612683
chr7	30434980	30445582	protein_coding	Aplp1	-	2392	7	0.01	0.03371651063915187
chr7	30447766	30457515	protein_coding	Kirrel2	-	3122	34	0.05	0.12547343174068562
chr7	30450446	30455885	lncRNA	Gm45979	+	630	0	0.00	0.0
chr7	30458207	30488623	protein_coding	Nphs1	+	5989	45	0.04	0.08656931052640096
chr7	30462164	30465591	lncRNA	Nphs1os	-	1339	1	0.00	0.008604490925941672
chr7	30493586	30513402	protein_coding	Prodh2	+	2383	14	0.03	0.06768769907582987
chr7	30515122	30522193	lncRNA	Arhgap33os	+	2648	8	0.02	0.03480789531672476
chr7	30522225	30535171	protein_coding	Arhgap33	-	5794	1928	1.66	3.8338427577638265
chr7	30539129	30552405	protein_coding	Proser3	-	2611	2773	5.30	12.236261669511661
chr7	30552535	30555443	protein_coding	Hspb6	+	1928	7397	19.16	44.20326480743575
chr7	30552828	30552904	miRNA	Gm38670	+	77	0	0.00	0.0
chr7	30555441	30559721	protein_coding	Lin37	-	1232	2057	8.34	19.236645503743866
chr7	30561865	30563627	protein_coding	Psenen	-	790	9060	57.28	132.1316518348269
chr7	30563340	30565364	protein_coding	U2af1l4	+	864	2463	14.24	32.84402902852525
chr7	30565427	30567962	protein_coding	Igflr1	+	1186	566	2.38	5.498414802704147
chr7	30568855	30589056	protein_coding	Kmt2b	-	8857	16149	9.11	21.007034457096072
chr7	30588779	30590359	lncRNA	Gm32082	+	774	10	0.06	0.1488554696361227
chr7	30589380	30589437	miRNA	Mir3569	+	58	0	0.00	0.0
chr7	30589680	30602819	protein_coding	Zbtb32	-	3880	126	0.16	0.3741489902266297
chr7	30603092	30612734	protein_coding	Upk1a	-	1308	185	0.71	1.6295576985624167
chr7	30616971	30626114	protein_coding	Cox6b1	-	471	24926	264.31	609.7298283609545
chr7	30633616	30636509	protein_coding	Etv2	-	1459	3	0.01	0.023690363296441187
chr7	30640995	30650228	protein_coding	Rbm42	-	1701	9956	29.23	67.4351506825198
chr7	30653708	30664994	protein_coding	Haus5	-	2195	4948	11.26	25.971732690199552
chr7	30670722	30671605	lncRNA	Pmis2	-	699	13	0.09	0.2142752125148307
chr7	30698886	30710298	protein_coding	2200002J24Rik	+	1067	52	0.24	0.5614934341063418
chr7	30712209	30725534	protein_coding	Atp4a	+	3497	18	0.03	0.05930381478325598
chr7	30727701	30729534	protein_coding	Tmem147	-	868	13733	79.02	182.28521835633222
chr7	30729779	30744791	protein_coding	Gapdhs	-	2753	503	0.91	2.105074796573722
chr7	30732674	30756134	protein_coding	Sbsn	+	8567	5482	3.20	7.372521067328164
chr7	30763756	30781066	protein_coding	Dmkn	+	2164	285	0.66	1.5173765271271862
chr7	30787905	30791089	protein_coding	Krtdap	+	462	0	0.00	0.0
chr7	30818031	30823775	protein_coding	Ffar2	-	3234	4	0.01	0.014250356647910821
chr7	30820421	30830315	lncRNA	Gm32236	+	3782	85	0.11	0.25894239416606324
chr7	30854330	30856178	protein_coding	Ffar3	-	1625	6	0.02	0.04254060313785562
chr7	30860568	30861470	protein_coding	Ffar1	-	903	2	0.01	0.025518080509049603
chr7	30865404	30880342	protein_coding	Cd22	-	4689	13	0.01	0.031942498090822495
chr7	30881953	30886420	lncRNA	D7Ertd128e	+	1474	2	0.01	0.015632853934648434
chr7	30899175	30914922	protein_coding	Mag	-	2709	11	0.02	0.046783147599924274
chr7	30922372	30924181	protein_coding	Hamp2	-	437	0	0.00	0.0
chr7	30942368	30944029	protein_coding	Hamp	-	407	3	0.04	0.08492442272606313
chr7	30945248	30956951	protein_coding	Usf2	-	2567	11484	22.34	51.543401211342214
chr7	30957770	30973469	protein_coding	Lsr	-	2258	408	0.90	2.0818142811040947
chr7	30973804	30989726	protein_coding	Fam187b	+	2667	3	0.01	0.012959970022312596
chr7	30989739	31028855	lncRNA	Gm42377	-	564	2	0.02	0.04085607570863793
chr7	31032723	31042331	protein_coding	Fxyd5	-	1410	3635	12.88	29.702367040179773
chr7	31036843	31057714	lncRNA	Gm38984	+	467	3	0.03	0.0740133619903805
chr7	31040258	31040317	miRNA	Mir7050	-	60	1	0.08	0.1920235558305983
chr7	31042515	31051454	protein_coding	Fxyd7	-	678	11	0.08	0.18692558532182135
chr7	31051678	31055873	protein_coding	Fxyd1	-	1777	15	0.04	0.09725447397160296
chr7	31058909	31070935	protein_coding	Lgi4	+	4933	22	0.02	0.05138274755653553
chr7	31070535	31076697	protein_coding	Fxyd3	-	524	0	0.00	0.0
